epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,2781.7,0.84069,0.7577,1.00445,0.56218,0.303,0.35083,0.15249,2.66944,2.33299,2.25793,0.00140295,0.00140295,0.00140295
18,2864.69,0.80351,0.67125,0.99245,0.50485,0.23618,0.31991,0.14651,2.57668,2.57194,2.1201,0.00138644,0.00138644,0.00138644
19,2949.44,0.83605,0.70407,0.99739,0.47103,0.29751,0.3192,0.14151,2.51519,2.64996,2.09525,0.00136994,0.00136994,0.00136994
20,3034.79,0.80202,0.71057,0.98975,0.39242,0.3698,0.35772,0.15826,2.50407,2.0845,2.06024,0.00135344,0.00135344,0.00135344
21,3123.33,0.75477,0.67926,0.98473,0.53162,0.30369,0.33717,0.15816,2.52135,2.57208,2.19645,0.00133693,0.00133693,0.00133693
22,3207.92,0.73815,0.62697,0.95473,0.46502,0.2804,0.32042,0.14774,2.54716,2.59102,2.17645,0.00132043,0.00132043,0.00132043
23,3292.74,0.72385,0.60887,0.95753,0.41172,0.41209,0.37853,0.17156,2.42777,2.28821,2.06126,0.00130393,0.00130393,0.00130393
24,3374.85,0.7478,0.64589,0.98238,0.471,0.33859,0.36188,0.17044,2.39542,2.49666,1.98443,0.00128742,0.00128742,0.00128742
25,3453.99,0.69389,0.60627,0.95393,0.4617,0.3477,0.34755,0.15991,2.53976,2.40428,2.1324,0.00127092,0.00127092,0.00127092
26,3532.95,0.70621,0.57436,0.94076,0.48581,0.36124,0.38045,0.18826,2.43369,2.27609,2.11725,0.00125442,0.00125442,0.00125442
27,3612,0.66655,0.56733,0.94746,0.47762,0.35022,0.37139,0.18161,2.3329,2.22311,2.00464,0.00123791,0.00123791,0.00123791
28,3691.78,0.67514,0.59056,0.9455,0.42685,0.33646,0.35983,0.17858,2.46675,2.58672,2.0362,0.00122141,0.00122141,0.00122141
29,3773.98,0.67487,0.58016,0.94312,0.45197,0.31973,0.31623,0.15167,2.53622,2.42688,2.2126,0.00120491,0.00120491,0.00120491
30,3853.6,0.65996,0.57676,0.93832,0.52875,0.30941,0.36959,0.15974,2.49599,2.17072,2.1709,0.0011884,0.0011884,0.0011884
31,3998,0.61953,0.5384,0.91591,0.52397,0.35344,0.38532,0.18015,2.30012,2.07988,2.05002,0.0011719,0.0011719,0.0011719
32,4087.72,0.64866,0.5416,0.93713,0.48715,0.34376,0.36189,0.16985,2.49526,2.31846,2.16989,0.0011554,0.0011554,0.0011554
33,4170.9,0.6382,0.50801,0.9237,0.53667,0.34807,0.37737,0.17303,2.44965,2.42302,2.05248,0.00113889,0.00113889,0.00113889
34,4252.43,0.64697,0.53339,0.93051,0.47639,0.35415,0.39895,0.19307,2.35781,2.17377,2.03093,0.00112239,0.00112239,0.00112239
35,4340.6,0.61455,0.50712,0.92009,0.46508,0.38665,0.3801,0.18105,2.39054,2.08984,1.98529,0.00110589,0.00110589,0.00110589
36,4426.73,0.60687,0.48853,0.90639,0.55218,0.2885,0.33636,0.15686,2.33585,2.3324,1.95338,0.00108938,0.00108938,0.00108938
37,4508.33,0.60714,0.50764,0.92339,0.54826,0.33209,0.34838,0.18006,2.21034,2.03429,1.90094,0.00107288,0.00107288,0.00107288
38,4591.47,0.58426,0.45332,0.90798,0.58226,0.33084,0.35243,0.16613,2.30793,2.33497,2.03497,0.00105638,0.00105638,0.00105638
39,4675.11,0.57897,0.46613,0.91565,0.41094,0.37645,0.37683,0.17744,2.38701,2.15279,2.03017,0.00103987,0.00103987,0.00103987
40,4762.4,0.55974,0.45652,0.90625,0.49298,0.3256,0.33723,0.17125,2.51659,2.49644,2.15868,0.00102337,0.00102337,0.00102337
41,4844.24,0.57991,0.45847,0.90844,0.56917,0.33097,0.37293,0.16409,2.5784,2.23414,2.21534,0.00100687,0.00100687,0.00100687
42,4928.85,0.59028,0.46579,0.89945,0.48142,0.3256,0.3587,0.18042,2.56721,2.25467,2.17523,0.000990365,0.000990365,0.000990365
43,5013.61,0.56097,0.4592,0.8896,0.45584,0.33097,0.35392,0.17791,2.56844,2.17793,2.26967,0.000973861,0.000973861,0.000973861
44,5099.51,0.54636,0.44665,0.89457,0.48122,0.31985,0.34234,0.16719,2.66086,2.43132,2.3206,0.000957358,0.000957358,0.000957358
45,5181.94,0.54442,0.44487,0.89002,0.44659,0.34745,0.36795,0.18309,2.35098,2.38462,2.09784,0.000940855,0.000940855,0.000940855
46,5262.76,0.56071,0.47107,0.90858,0.54049,0.34811,0.36533,0.17083,2.50109,2.23577,2.25814,0.000924352,0.000924352,0.000924352
47,5345.92,0.55716,0.45499,0.91333,0.45297,0.35881,0.38834,0.18468,2.54319,2.40619,2.149,0.000907848,0.000907848,0.000907848
48,5425.64,0.53181,0.43868,0.89484,0.5554,0.36089,0.39717,0.18599,2.61391,2.18195,2.2609,0.000891345,0.000891345,0.000891345
49,5509.19,0.51801,0.414,0.88952,0.62497,0.25344,0.33106,0.17073,2.66896,2.58932,2.19992,0.000874842,0.000874842,0.000874842
50,5591.82,0.49633,0.40024,0.87765,0.42263,0.33072,0.32859,0.15554,2.58222,2.80027,2.23529,0.000858338,0.000858338,0.000858338
51,5674.78,0.52395,0.42162,0.88856,0.48344,0.34757,0.34938,0.16745,2.52735,2.3875,2.13155,0.000841835,0.000841835,0.000841835
52,5754.99,0.51938,0.40144,0.88548,0.59441,0.3477,0.36989,0.18058,2.51391,2.08717,2.1819,0.000825332,0.000825332,0.000825332
53,5838.88,0.50499,0.39703,0.87658,0.5557,0.33109,0.38068,0.17415,2.4953,2.34274,2.12523,0.000808828,0.000808828,0.000808828
54,6552.13,0.49425,0.39125,0.87529,0.57827,0.33097,0.38904,0.1861,2.46929,2.19931,2.08454,0.000792325,0.000792325,0.000792325
